category,brand,model,product,price,source_key
MotherBoard,GIGABYTE,B650E,GIGABYTE B650EM FORCE WIFI6E,3990,motherboard_gigabyte_b650em_force_wifi6e
MotherBoard,GIGABYTE,B650,GIGABYTE B650M AORUS ELITE AX ICE,5490,motherboard_gigabyte_b650m_aorus_elite_ax_ice
MotherBoard,GIGABYTE,B650,GIGABYTE B650 EAGLE AX,4490,motherboard_gigabyte_b650_eagle_ax
MotherBoard,GIGABYTE,B650E,GIGABYTE B650E EAGLE WIFI6E,4990,motherboard_gigabyte_b650e_eagle_wifi6e
MotherBoard,GIGABYTE,B650E,GIGABYTE B650E AORUS ELITE X AX ICE,6990,motherboard_gigabyte_b650e_aorus_elite_x_ax_ice
MotherBoard,MSI,B650,MSI MPG B650I EDGE WIFI,4990,motherboard_msi_mpg_b650i_edge_wifi
MotherBoard,MSI,B650,MSI PRO B650M-B,2590,motherboard_msi_pro_b650m_b
MotherBoard,MSI,B650,MSI PRO B650M-A WIFI,3990,motherboard_msi_pro_b650m_a_wifi
MotherBoard,MSI,B650,MSI B650M BOMBER WIFI,3490,motherboard_msi_b650m_bomber_wifi
MotherBoard,MSI,B650,MSI B650M GAMING WIFI,3690,motherboard_msi_b650m_gaming_wifi
MotherBoard,MSI,B650,MSI B650M GAMING PLUS WIFI,4290,motherboard_msi_b650m_gaming_plus_wifi
MotherBoard,MSI,B650,MSI B650 GAMING PLUS WIFI,4490,motherboard_msi_b650_gaming_plus_wifi
MotherBoard,ASRock,B650,ASRock B650M-H/M.2+,2790,motherboard_asrock_b650m_h_m_2
MotherBoard,ASRock,B650,ASRock B650M-HDV/M.2 White,3190,motherboard_asrock_b650m_hdv_m_2_white
MotherBoard,ASRock,B650,ASRock B650M Pro RS,3390,motherboard_asrock_b650m_pro_rs
MotherBoard,ASRock,B650,ASRock B650M PG Lightning WiFi,3690,motherboard_asrock_b650m_pg_lightning_wifi
MotherBoard,ASRock,B650,ASRock B650M Pro X3D WIFI,4290,motherboard_asrock_b650m_pro_x3d_wifi
MotherBoard,ASUS,B840,ASUS PRIME B840M-A-CSM,3390,motherboard_asus_prime_b840m_a_csm
MotherBoard,GIGABYTE,B840,GIGABYTE B840M H,3590,motherboard_gigabyte_b840m_h
MotherBoard,MSI,B840,MSI PRO B840-P WIFI,4590,motherboard_msi_pro_b840_p_wifi
MotherBoard,MSI,B840,MSI B840 GAMING PLUS WIFI,4990,motherboard_msi_b840_gaming_plus_wifi
MotherBoard,ASRock,B840,ASRock B840M-HVS,2990,motherboard_asrock_b840m_hvs
MotherBoard,ASUS,B850,ASUS ROG STRIX B850-I GAMING WIFI,7990,motherboard_asus_rog_strix_b850_i_gaming_wifi
MotherBoard,ASUS,B850,ASUS ROG STRIX B850-I GAMING WIFI7 W,9290,motherboard_asus_rog_strix_b850_i_gaming_wifi7_w
MotherBoard,ASUS,B850,ASUS PRIME B850M-K-CSM,4490,motherboard_asus_prime_b850m_k_csm
MotherBoard,ASUS,B850,ASUS B850M AYW GAMING WIFI,4990,motherboard_asus_b850m_ayw_gaming_wifi
MotherBoard,ASUS,B850,ASUS TUF GAMING B850M-E WIFI,5490,motherboard_asus_tuf_gaming_b850m_e_wifi
MotherBoard,ASUS,B850,ASUS TUF GAMING B850M-PLUS II,5990,motherboard_asus_tuf_gaming_b850m_plus_ii
MotherBoard,ASUS,B850,ASUS TUF GAMING B850M-PLUS WIFI7,6490,motherboard_asus_tuf_gaming_b850m_plus_wifi7
MotherBoard,ASUS,B850,ASUS TUF GAMING B850M-PLUS WIFI7 W,6590,motherboard_asus_tuf_gaming_b850m_plus_wifi7_w
MotherBoard,ASUS,B850,ASUS B850 MAX GAMING WIFI W,5490,motherboard_asus_b850_max_gaming_wifi_w
MotherBoard,ASUS,B850,ASUS TUF GAMING B850-E WIFI,5990,motherboard_asus_tuf_gaming_b850_e_wifi
MotherBoard,ASUS,B850,ASUS TUF GAMING B850-PLUS WIFI,6990,motherboard_asus_tuf_gaming_b850_plus_wifi
MotherBoard,ASUS,B850,ASUS TUF GAMING B850-BTF WIFI W,7990,motherboard_asus_tuf_gaming_b850_btf_wifi_w
MotherBoard,ASUS,B850,ASUS TUF GAMING B850-PRO WIFI7 W NEO,7990,motherboard_asus_tuf_gaming_b850_pro_wifi7_w_neo
MotherBoard,ASUS,B850,ASUS ProArt B850-CREATOR WIFI NEO,8490,motherboard_asus_proart_b850_creator_wifi_neo
MotherBoard,ASUS,B850,ASUS ROG STRIX B850-G GAMING WIFI,7490,motherboard_asus_rog_strix_b850_g_gaming_wifi
MotherBoard,ASUS,B850,ASUS ROG STRIX B850-A GAMING WIFI,7990,motherboard_asus_rog_strix_b850_a_gaming_wifi
MotherBoard,ASUS,B850,ASUS ROG STRIX B850-A GAMING WIFI7 S NEO,8490,motherboard_asus_rog_strix_b850_a_gaming_wifi7_s_neo
MotherBoard,ASUS,B850,ASUS ROG STRIX B850-F GAMING WIFI7 NEO,9490,motherboard_asus_rog_strix_b850_f_gaming_wifi7_neo
MotherBoard,GIGABYTE,B850,GIGABYTE B850M DS3H,3690,motherboard_gigabyte_b850m_ds3h
MotherBoard,GIGABYTE,B850,GIGABYTE B850M DS3H ICE,3690,motherboard_gigabyte_b850m_ds3h_ice
MotherBoard,GIGABYTE,B850,GIGABYTE B850M FORCE WIFI6E V2,4490,motherboard_gigabyte_b850m_force_wifi6e_v2
MotherBoard,GIGABYTE,B850,GIGABYTE B850M GAMING X WIFI6E,5990,motherboard_gigabyte_b850m_gaming_x_wifi6e
MotherBoard,GIGABYTE,B850,GIGABYTE B850 EAGLE WIFI6E,5990,motherboard_gigabyte_b850_eagle_wifi6e
MotherBoard,GIGABYTE,B850,GIGABYTE B850 GAMING X WIFI6E,6790,motherboard_gigabyte_b850_gaming_x_wifi6e
MotherBoard,GIGABYTE,B850,GIGABYTE B850M AORUS ELITE WIFI6E ICE,6190,motherboard_gigabyte_b850m_aorus_elite_wifi6e_ice
MotherBoard,GIGABYTE,B850,GIGABYTE B850M AORUS ELITE WIFI7 ICE-P,6490,motherboard_gigabyte_b850m_aorus_elite_wifi7_ice_p
MotherBoard,GIGABYTE,B850,GIGABYTE B850 AORUS ELITE WIFI7,7990,motherboard_gigabyte_b850_aorus_elite_wifi7
MotherBoard,GIGABYTE,B850,GIGABYTE B850 AORUS ELITE WIFI7 ICE,7990,motherboard_gigabyte_b850_aorus_elite_wifi7_ice
MotherBoard,GIGABYTE,B850,GIGABYTE B850 AORUS STEALTH,7990,motherboard_gigabyte_b850_aorus_stealth
MotherBoard,GIGABYTE,B850,GIGABYTE B850 AORUS STEALTH ICE,7990,motherboard_gigabyte_b850_aorus_stealth_ice
MotherBoard,MSI,B850,MSI MPG B850I EDGE TI WIFI,8990,motherboard_msi_mpg_b850i_edge_ti_wifi
MotherBoard,MSI,B850,MSI PRO B850M-G,3690,motherboard_msi_pro_b850m_g
MotherBoard,MSI,B850,MSI PRO B850M-P WIFI,4590,motherboard_msi_pro_b850m_p_wifi
MotherBoard,MSI,B850,MSI PRO B850M-A WIFI,5290,motherboard_msi_pro_b850m_a_wifi
MotherBoard,MSI,B850,MSI PRO B850M-A WIFI PZ,5290,motherboard_msi_pro_b850m_a_wifi_pz
MotherBoard,MSI,B850,MSI B850M GAMING WIFI6E,4490,motherboard_msi_b850m_gaming_wifi6e
MotherBoard,MSI,B850,MSI B850M GAMING PLUS WIFI6E,5290,motherboard_msi_b850m_gaming_plus_wifi6e
MotherBoard,MSI,B850,MSI B850M GAMING PLUS WIFI,5490,motherboard_msi_b850m_gaming_plus_wifi
MotherBoard,MSI,B850,MSI MAG B850M MORTAR,6290,motherboard_msi_mag_b850m_mortar
MotherBoard,MSI,B850,MSI MAG B850M MORTAR WIFI,6790,motherboard_msi_mag_b850m_mortar_wifi
MotherBoard,MSI,B850,MSI B850MPOWER,7490,motherboard_msi_b850mpower
MotherBoard,MSI,B850,MSI PRO B850-P WIFI,5790,motherboard_msi_pro_b850_p_wifi
MotherBoard,MSI,B850,MSI B850 GAMING PLUS WIFI,5790,motherboard_msi_b850_gaming_plus_wifi
MotherBoard,MSI,B850,MSI B850 GAMING PLUS WIFI PZ,6290,motherboard_msi_b850_gaming_plus_wifi_pz
MotherBoard,MSI,B850,MSI MAG B850 GAMING PLUS MAX WIFI,6290,motherboard_msi_mag_b850_gaming_plus_max_wifi
MotherBoard,MSI,B850,MSI MAG B850 TOMAHAWK MAX WIFI II,8190,motherboard_msi_mag_b850_tomahawk_max_wifi_ii
MotherBoard,MSI,B850,MSI MPG B850 EDGE TI WIFI,8490,motherboard_msi_mpg_b850_edge_ti_wifi
MotherBoard,ASRock,B850,ASRock B850I LIGHTNING WIFI,6990,motherboard_asrock_b850i_lightning_wifi
MotherBoard,ASRock,B850,ASRock B850M-X,3590,motherboard_asrock_b850m_x
MotherBoard,ASRock,B850,ASRock B850M-X WIFI,3790,motherboard_asrock_b850m_x_wifi
MotherBoard,ASRock,B850,ASRock B850M Pro-A,3990,motherboard_asrock_b850m_pro_a
MotherBoard,ASRock,B850,ASRock B850M Pro-A WiFi,4190,motherboard_asrock_b850m_pro_a_wifi
MotherBoard,ASRock,B850,ASRock B850M Pro RS,4590,motherboard_asrock_b850m_pro_rs
MotherBoard,ASRock,B850,ASRock B850M Pro RS WiFi,4590,motherboard_asrock_b850m_pro_rs_wifi
MotherBoard,ASRock,B850,ASRock B850M Pro RS WiFi White,4990,motherboard_asrock_b850m_pro_rs_wifi_white
MotherBoard,ASRock,B850,ASRock B850M Challenger WiFi,4990,motherboard_asrock_b850m_challenger_wifi
MotherBoard,ASRock,B850,ASRock B850M Challenger WiFi White,4990,motherboard_asrock_b850m_challenger_wifi_white
MotherBoard,ASRock,B850,ASRock B850M Steel Legend WiFi,4990,motherboard_asrock_b850m_steel_legend_wifi
MotherBoard,ASRock,B850,ASRock B850M Riptide WiFi,5690,motherboard_asrock_b850m_riptide_wifi
MotherBoard,ASRock,B850,ASRock B850 Rock WiFi 7,4990,motherboard_asrock_b850_rock_wifi_7
MotherBoard,ASRock,B850,ASRock B850 Challenger WiFi,5790,motherboard_asrock_b850_challenger_wifi
MotherBoard,ASRock,B850,ASRock B850 Challenger WiFi White,5790,motherboard_asrock_b850_challenger_wifi_white
MotherBoard,ASRock,B850,ASRock B850 Pro-A,5990,motherboard_asrock_b850_pro_a
MotherBoard,ASRock,B850,ASRock B850 Pro RS,6490,motherboard_asrock_b850_pro_rs
MotherBoard,ASUS,X870,ASUS ROG STRIX X870-I GAMING WIFI,13990,motherboard_asus_rog_strix_x870_i_gaming_wifi
MotherBoard,ASUS,X870,ASUS PRIME X870-P-CSM,6690,motherboard_asus_prime_x870_p_csm
MotherBoard,ASUS,X870,ASUS PRIME X870-P WIFI-CSM,7590,motherboard_asus_prime_x870_p_wifi_csm
MotherBoard,ASUS,X870,ASUS X870 AYW GAMING WIFI W,7990,motherboard_asus_x870_ayw_gaming_wifi_w
MotherBoard,ASUS,X870,ASUS X870 MAX GAMING WIFI7 W,8490,motherboard_asus_x870_max_gaming_wifi7_w
MotherBoard,ASUS,X870,ASUS TUF GAMING X870-PLUS WIFI,9990,motherboard_asus_tuf_gaming_x870_plus_wifi
MotherBoard,ASUS,X870,ASUS TUF GAMING X870-PRO WIFI7 W NEO,10990,motherboard_asus_tuf_gaming_x870_pro_wifi7_w_neo
MotherBoard,ASUS,X870E,ASUS ProArt X870E-CREATOR WIFI,14990,motherboard_asus_proart_x870e_creator_wifi
MotherBoard,ASUS,X870,ASUS ROG STRIX X870-A GAMING WIFI,12990,motherboard_asus_rog_strix_x870_a_gaming_wifi
MotherBoard,ASUS,X870E,ASUS ROG STRIX X870E-H Gaming WiFi7 Hatsune Miku Edition,13990,motherboard_asus_rog_strix_x870e_h_gaming_wifi7_hatsune_miku_edition
MotherBoard,ASUS,X870E,ASUS ROG STRIX X870E-A GAMING WIFI7 NEO,14990,motherboard_asus_rog_strix_x870e_a_gaming_wifi7_neo
MotherBoard,ASUS,X870E,ASUS ROG STRIX X870E-E GAMING WIFI,14990,motherboard_asus_rog_strix_x870e_e_gaming_wifi
MotherBoard,ASUS,X870E,ASUS ROG CROSSHAIR X870E HERO,20990,motherboard_asus_rog_crosshair_x870e_hero
MotherBoard,ASUS,X870E,ASUS ROG CROSSHAIR X870E HERO BTF,20990,motherboard_asus_rog_crosshair_x870e_hero_btf
MotherBoard,ASUS,X870E,ASUS ROG CROSSHAIR X870E DARK HERO,23990,motherboard_asus_rog_crosshair_x870e_dark_hero
MotherBoard,ASUS,X870E,ASUS ROG CROSSHAIR X870E APEX,23990,motherboard_asus_rog_crosshair_x870e_apex
MotherBoard,ASUS,X870E,ASUS ROG CROSSHAIR X870E EXTREME,36990,motherboard_asus_rog_crosshair_x870e_extreme
MotherBoard,ASUS,X870E,ASUS ROG CROSSHAIR X870E GLACIAL,39990,motherboard_asus_rog_crosshair_x870e_glacial
MotherBoard,GIGABYTE,X870,GIGABYTE X870 EAGLE WIFI7,7390,motherboard_gigabyte_x870_eagle_wifi7
MotherBoard,GIGABYTE,X870,GIGABYTE X870 GAMING X WIFI7,9490,motherboard_gigabyte_x870_gaming_x_wifi7
MotherBoard,GIGABYTE,X870,GIGABYTE X870I AORUS PRO ICE,10990,motherboard_gigabyte_x870i_aorus_pro_ice
MotherBoard,GIGABYTE,X870,GIGABYTE X870 AORUS ELITE WIFI7,10490,motherboard_gigabyte_x870_aorus_elite_wifi7
MotherBoard,GIGABYTE,X870,GIGABYTE X870 AORUS ELITE WIFI7 ICE,10490,motherboard_gigabyte_x870_aorus_elite_wifi7_ice
MotherBoard,GIGABYTE,X870,GIGABYTE X870 AORUS STEALTH,10990,motherboard_gigabyte_x870_aorus_stealth
MotherBoard,GIGABYTE,X870,GIGABYTE X870 AORUS STEALTH ICE,10990,motherboard_gigabyte_x870_aorus_stealth_ice
MotherBoard,GIGABYTE,X870E,GIGABYTE X870E AORUS PRO,11990,motherboard_gigabyte_x870e_aorus_pro
MotherBoard,GIGABYTE,X870E,GIGABYTE X870E AORUS PRO ICE,12990,motherboard_gigabyte_x870e_aorus_pro_ice
MotherBoard,GIGABYTE,X870E,GIGABYTE X870E AERO X3D WOOD,13490,motherboard_gigabyte_x870e_aero_x3d_wood
MotherBoard,GIGABYTE,X870E,GIGABYTE X870E AERO X3D DARK WOOD,13990,motherboard_gigabyte_x870e_aero_x3d_dark_wood
MotherBoard,GIGABYTE,X870E,GIGABYTE X870E AORUS PRO X3D ICE,13990,motherboard_gigabyte_x870e_aorus_pro_x3d_ice
MotherBoard,GIGABYTE,X870E,GIGABYTE X870E AORUS MASTER,20490,motherboard_gigabyte_x870e_aorus_master
MotherBoard,GIGABYTE,X870E,GIGABYTE X870E AORUS MASTER X3D ICE,20990,motherboard_gigabyte_x870e_aorus_master_x3d_ice
MotherBoard,GIGABYTE,X870,GIGABYTE X870 AORUS TACHYON ICE,20990,motherboard_gigabyte_x870_aorus_tachyon_ice
MotherBoard,MSI,X870,MSI X870I EDGE TI EVO WIFI,12990,motherboard_msi_x870i_edge_ti_evo_wifi
MotherBoard,MSI,X870,MSI PRO X870-P WIFI,7590,motherboard_msi_pro_x870_p_wifi
MotherBoard,MSI,X870E,MSI PRO X870E-S EVO WIFI,8090,motherboard_msi_pro_x870e_s_evo_wifi
MotherBoard,MSI,X870E,MSI PRO X870E-P WIFI,8490,motherboard_msi_pro_x870e_p_wifi
MotherBoard,MSI,X870,MSI X870 GAMING PLUS WIFI,8690,motherboard_msi_x870_gaming_plus_wifi
MotherBoard,MSI,X870E,MSI X870E GAMING PLUS WIFI,8990,motherboard_msi_x870e_gaming_plus_wifi
MotherBoard,MSI,X870E,MSI MAG X870E TOMAHAWK WIFI,11490,motherboard_msi_mag_x870e_tomahawk_wifi
MotherBoard,MSI,X870E,MSI MAG X870E TOMAHAWK MAX WIFI PZ,11990,motherboard_msi_mag_x870e_tomahawk_max_wifi_pz
MotherBoard,MSI,X870E,MSI MPG X870E EDGE TI WIFI,11990,motherboard_msi_mpg_x870e_edge_ti_wifi
MotherBoard,MSI,X870E,MSI MPG X870E CARBON WIFI,14990,motherboard_msi_mpg_x870e_carbon_wifi
MotherBoard,MSI,X870E,MSI MEG X870E GODLIKE MAX,38990,motherboard_msi_meg_x870e_godlike_max
MotherBoard,ASRock,X870,ASRock X870 Pro RS,5790,motherboard_asrock_x870_pro_rs
MotherBoard,ASRock,X870,ASRock X870 Pro RS WiFi,5990,motherboard_asrock_x870_pro_rs_wifi
MotherBoard,ASRock,X870,ASRock X870 Steel Legend WiFi,6990,motherboard_asrock_x870_steel_legend_wifi
MotherBoard,ASRock,X870,ASRock X870 Challenger WiFi White,7190,motherboard_asrock_x870_challenger_wifi_white
MotherBoard,ASRock,X870E,ASRock X870E Challenger WiFi White,9490,motherboard_asrock_x870e_challenger_wifi_white
MotherBoard,ASRock,X870,ASRock X870 Nova WiFi,9990,motherboard_asrock_x870_nova_wifi
MotherBoard,ASRock,X870,ASRock X870 Taichi Creator,11990,motherboard_asrock_x870_taichi_creator
MotherBoard,ASRock,X870E,ASRock X870E Taichi,14990,motherboard_asrock_x870e_taichi
MotherBoard,ASRock,X870E,ASRock X870E Taichi OCF,18990,motherboard_asrock_x870e_taichi_ocf
